회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
2838,167820600,14875000,6175000.0,시티웨어,잠실점,36,2.194444,0.518987,9,0
2839,944788710,125810000,257891700.0,디자이너,잠실점,83,2.192771,0.120879,4,0
2840,1755400,429000,NaN,수산품,본점,2,5.500000,0.181818,36,0
2841,632505460,70400000,1323300.0,아동,영등포점,106,2.292453,0.460905,3,0
2842,74721000,22113000,4050000.0,명품,본점,16,1.437500,0.173913,18,0
2843,740600,700000,NaN,일용잡화,일산점,2,1.500000,1.000000,34,0
2844,79967220,20568000,3105000.0,기타,광주점,16,2.187500,0.142857,18,1
2845,1667000,1475000,NaN,골프,잠실점,2,1.000000,1.000000,45,0
2846,176167380,11760000,NaN,기타,분당점,57,2.719298,0.245161,5,1
2847,357134400,30272000,167125420.0,디자이너,관악점,93,2.215054,0.354369,3,0
2848,19980000,7992000,NaN,건강식품,강남점,3,1.000000,0.333333,52,0
2849,115000,60000,NaN,육류,잠실점,1,3.000000,0.000000,0,0
2850,81765810,14325000,6003000.0,골프,잠실점,21,2.047619,0.348837,16,0
2851,445258440,70187000,26501800.0,명품,본점,50,2.380000,0.336134,7,1
2852,17121400,6247200,NaN,수산품,본점,5,2.000000,0.400000,38,1
2853,3526000,2760000,NaN,섬유잡화,일산점,2,2.500000,0.000000,3,0
2854,352213520,23848000,NaN,기타,잠실점,21,3.714286,0.474359,16,0
2855,526154100,34224000,35829000.0,디자이너,분당점,66,3.575758,0.203390,5,0
2856,146383800,18560000,NaN,화장품,본점,20,1.600000,0.093750,16,0
2857,3135270,1248000,NaN,가공식품,본점,2,12.500000,1.000000,7,1
2858,595000,595000,NaN,화장품,본점,1,1.000000,1.000000,0,0
2859,157326540,49366800,10512500.0,농산물,분당점,21,2.809524,0.440678,16,0
2860,100150,62000,NaN,가공식품,잠실점,2,2.000000,0.250000,14,1
2861,39408340,14234000,16461000.0,기타,분당점,13,3.538462,0.521739,25,0
2862,85866250,14625000,2400000.0,기타,청량리점,14,2.857143,0.250000,21,1
2863,416726010,75072000,298832400.0,디자이너,부산본점,68,2.382353,0.203704,5,0
2864,4533500,3105000,NaN,가공식품,광주점,1,8.000000,0.000000,0,1
2865,1837630,686000,NaN,육류,영등포점,7,1.428571,0.500000,34,1
2866,13005960,5736960,NaN,시티웨어,영등포점,4,1.250000,0.800000,65,0
2867,105402500,26750000,13810000.0,골프,광주점,14,1.285714,0.055556,14,0
2868,13800000,13800000,NaN,명품,영등포점,1,1.000000,1.000000,0,1
2869,2797000,1512000,NaN,농산물,본점,3,2.333333,0.000000,58,0
2870,35972270,6250000,NaN,가공식품,분당점,8,5.125000,0.048780,43,0
2871,6464000,6125000,NaN,수산품,잠실점,4,2.000000,0.500000,13,0
2872,3784000,2725000,NaN,시티웨어,분당점,1,3.000000,0.000000,0,0
2873,1000000,1000000,NaN,명품,부산본점,1,1.000000,0.000000,0,0
2874,171609400,17535000,38446000.0,디자이너,본점,39,1.666667,0.123077,8,0
2875,7768680,5700000,NaN,캐주얼,관악점,3,2.333333,1.000000,54,1
2876,7682940,506000,NaN,축산가공,영등포점,8,7.750000,0.580645,34,0
2877,10500000,10500000,NaN,남성정장,노원점,1,1.000000,0.000000,0,1
2878,24121790,5500000,NaN,기타,본점,8,3.125000,0.720000,42,1
2879,11487000,9975000,NaN,남성캐주얼,영등포점,2,1.000000,0.500000,156,0
2880,112516760,9834000,NaN,농산물,부산본점,25,4.080000,0.284314,14,0
2881,20655400,7992000,NaN,기타,강남점,13,3.538462,0.173913,27,1
2882,10057000,5377000,NaN,디자이너,잠실점,2,1.500000,0.000000,0,0
2883,3502100,1806000,1806000.0,수산품,본점,3,4.333333,0.461538,57,0
2884,64266700,10500000,7344000.0,캐주얼,관악점,15,2.533333,0.263158,20,0
2885,59194520,7337000,3105000.0,아동,잠실점,20,3.000000,0.600000,15,0
2886,132809150,24258000,NaN,디자이너,본점,16,1.500000,0.000000,20,0
2887,201236330,47952000,NaN,가공식품,본점,19,4.368421,0.506024,17,0
2888,195117700,20328000,10000000.0,디자이너,잠실점,22,2.409091,0.283019,15,1
2889,7947410,4825000,675000.0,기타,광주점,5,2.600000,0.076923,23,1
2890,49838650,9306000,NaN,기타,분당점,13,2.615385,0.294118,25,1
2891,62689690,7636800,20226600.0,화장품,본점,28,2.428571,0.411765,11,0
2892,6466000,1700000,1700000.0,가공식품,영등포점,11,2.272727,0.360000,23,1
2893,591340,402400,NaN,가공식품,본점,3,2.666667,0.000000,63,1
2894,45103600,4882500,NaN,가공식품,분당점,25,2.760000,0.188406,13,1
2895,885000,649000,NaN,모피/피혁,부평점,1,2.000000,0.000000,0,0
2896,520000,500000,NaN,셔츠,일산점,1,2.000000,0.000000,0,1
2897,44546600,6325000,2280000.0,가공식품,영등포점,16,2.312500,0.405405,20,0
2898,8547600,5544000,NaN,스포츠,본점,2,1.500000,0.666667,69,0
2899,15896960,10800000,NaN,육류,동래점,5,3.200000,0.750000,40,0
2900,106921520,27540000,3716400.0,농산물,본점,72,3.208333,0.190476,4,0
2901,11100000,7150000,NaN,피혁잡화,본점,2,1.500000,0.000000,6,1
2902,131416640,18727200,NaN,화장품,청량리점,21,2.952381,0.290323,16,1
2903,2728000,1380000,420000.0,육류,일산점,12,1.500000,0.333333,27,0
2904,5723600,5225000,NaN,가공식품,본점,3,2.333333,0.000000,89,0
2905,27490000,15824000,NaN,가공식품,본점,4,1.250000,0.000000,61,0
2906,39759200,15276800,7338000.0,디자이너,본점,10,1.200000,0.166667,19,0
2907,94152000,18675000,NaN,시티웨어,동래점,7,3.285714,0.000000,34,0
2908,112242240,17640000,3114400.0,농산물,본점,46,4.521739,0.230769,7,0
2909,27185700,9750000,NaN,화장품,영등포점,4,4.000000,0.437500,84,0
2910,240000,240000,NaN,일용잡화,본점,1,1.000000,0.000000,0,0
2911,340923510,15575000,NaN,농산물,부산본점,89,10.606742,0.662076,4,0
2912,305807500,30600000,95577500.0,기타,본점,48,2.375000,0.096491,7,0
2913,49855600,17500000,5326200.0,명품,본점,11,1.454545,0.312500,22,1
2914,7059200,3200000,5094000.0,기타,잠실점,11,3.090909,0.617647,11,0
2915,14056000,8032000,NaN,생활잡화,본점,1,2.000000,0.000000,0,1
2916,1696330,750000,NaN,기타,분당점,2,7.000000,0.285714,34,0
2917,2134800,1545000,NaN,가공식품,부산본점,3,1.666667,0.600000,88,0
2918,534000,444000,NaN,육류,동래점,2,1.000000,0.500000,93,1
2919,105146200,15780000,NaN,기타,본점,16,2.375000,0.052632,19,0
2920,289149100,78096000,47084000.0,캐주얼,대전점,58,2.672414,0.141935,6,0
2921,200000,110000,NaN,농산물,본점,1,2.000000,1.000000,0,1
2922,121379900,44880000,29106000.0,기타,미아점,39,3.615385,0.234043,8,0
2923,54424600,44400000,NaN,기타,분당점,8,8.250000,0.000000,33,1
2924,154688000,46008000,3087000.0,농산물,광주점,39,2.589744,0.108911,9,0
2925,134545200,20982000,NaN,기타,잠실점,18,3.055556,0.054545,18,1
2926,28673400,19826000,NaN,피혁잡화,노원점,1,6.000000,0.000000,0,0
2927,26387350,15000000,NaN,기타,부산본점,6,2.333333,0.500000,56,0
2928,21120000,7260000,NaN,수산품,본점,3,1.000000,0.333333,73,1
2929,120310000,24500000,1904000.0,화장품,본점,11,2.000000,0.681818,27,0
2930,11177000,4440000,444000.0,주방용품,본점,5,1.800000,0.444444,55,0
2931,165100410,27000000,21625000.0,가공식품,대전점,19,4.421053,0.059524,18,0
2932,38657040,7920000,NaN,시티웨어,잠실점,15,2.066667,0.322581,15,0
2933,136995960,28704000,46711100.0,디자이너,영등포점,36,2.194444,0.278481,9,0
2934,214500,156000,NaN,수산품,본점,1,2.000000,0.000000,0,0
2935,85000,60000,NaN,육류,영등포점,1,2.000000,0.000000,0,1
2936,51964740,18239000,2130000.0,기타,일산점,18,2.055556,0.324324,18,1
2937,56852570,12125000,NaN,화장품,본점,18,1.611111,0.172414,16,0
2938,15712940,4180000,NaN,기타,분당점,19,3.157895,0.416667,12,0
2939,39459570,1612110,NaN,기타,대전점,25,9.000000,0.186667,14,1
2940,68028000,48990000,2550000.0,시티웨어,본점,4,1.750000,0.142857,24,0
2941,1500000,1500000,NaN,남성정장,부평점,1,1.000000,0.000000,0,1
2942,137250,84000,NaN,기타,본점,1,4.000000,0.000000,0,0
2943,166079080,49020000,NaN,농산물,본점,45,4.333333,0.246154,5,0
2944,30054400,5040000,2000000.0,기타,본점,9,3.333333,0.400000,28,1
2945,103379690,52800000,NaN,수산품,본점,1,5.000000,0.000000,0,0
2946,25593200,17760000,15341400.0,일용잡화,잠실점,8,2.000000,0.000000,27,0
2947,13481600,7040000,NaN,골프,분당점,1,2.000000,0.000000,0,0
2948,214920170,52670000,NaN,수산품,본점,39,2.102564,0.414634,8,0
2949,7917000,5475000,11576000.0,시티웨어,본점,13,1.538462,0.400000,10,0
2950,3250000,1104000,NaN,시티웨어,강남점,3,2.333333,0.000000,70,0
2951,40477920,27416000,NaN,수산품,본점,8,2.500000,0.500000,19,1
2952,1263583920,161736000,165172000.0,디자이너,본점,103,3.067961,0.088608,3,0
2953,116602980,42680000,119676000.0,디자이너,미아점,34,2.117647,0.347222,10,0
2954,360680090,38425000,NaN,스포츠,분당점,23,3.130435,0.430556,14,0
2955,188097900,11040000,10510200.0,가공식품,동래점,26,4.115385,0.654206,12,1
2956,166846400,18060000,43295400.0,캐주얼,대전점,43,2.465116,0.443396,8,0
2957,1710800,1300000,NaN,가공식품,일산점,2,1.500000,0.333333,50,0
2958,32674250,11500000,NaN,기타,잠실점,11,2.000000,0.318182,31,1
2959,50694000,21600000,1250000.0,가공식품,잠실점,10,1.400000,0.428571,33,0
2960,11977000,10752000,1080000.0,섬유잡화,잠실점,3,2.666667,0.625000,78,0
2961,11345600,5320000,NaN,화장품,분당점,4,2.000000,0.000000,26,1
2962,2237900,2140600,NaN,남성캐주얼,센텀시티점,1,2.000000,1.000000,0,1
2963,62460390,13750000,NaN,농산물,잠실점,26,10.307692,0.350746,11,0
2964,552407800,28644000,26721000.0,디자이너,대전점,81,2.296296,0.139785,4,0
2965,271162700,71300000,145029000.0,기타,본점,60,2.566667,0.188312,5,0
2966,308784480,21750000,19813000.0,기타,본점,51,3.333333,0.417647,6,0
2967,2534000,1470000,1228800.0,구두,영등포점,3,2.000000,0.333333,36,0
2968,9323600,2850000,NaN,건강식품,잠실점,5,1.600000,0.250000,46,0
2969,1470000,1470000,NaN,화장품,본점,1,1.000000,1.000000,0,0
2970,213213560,139400000,NaN,주방용품,본점,4,4.750000,0.105263,81,1
2971,126872000,32400000,12597000.0,기타,미아점,21,3.571429,0.320000,16,1
2972,50067100,6500000,NaN,화장품,영등포점,15,1.733333,0.192308,22,0
2973,69004530,17000000,NaN,일용잡화,부산본점,17,2.647059,0.177778,20,0
2974,141584830,25000000,NaN,기타,일산점,27,8.074074,0.357798,11,1
2975,7084000,7084000,NaN,시티웨어,노원점,1,1.000000,0.000000,0,0
2976,2365000,1265000,NaN,젓갈/반찬,본점,2,1.500000,0.000000,47,1
2977,24008900,19460000,NaN,가공식품,분당점,4,4.250000,0.823529,32,0
2978,2816000,3498000,3816000.0,가공식품,노원점,4,4.250000,0.176471,18,0
2979,20050010,2760000,4606400.0,축산가공,부산본점,65,5.769231,0.069333,5,0
2980,560540800,30000000,18276400.0,트래디셔널,본점,50,1.960000,0.448980,7,0
2981,95483500,22412500,NaN,디자이너,잠실점,9,1.666667,0.266667,26,0
2982,57194500,29337000,NaN,디자이너,분당점,4,1.250000,0.200000,70,0
2983,167854750,104400000,169806000.0,명품,본점,73,1.945205,0.345070,4,0
2984,94906300,5872000,NaN,화장품,본점,29,2.172414,0.111111,11,0
2985,102475740,30970000,27939100.0,가공식품,부산본점,43,3.186047,0.474453,8,0
2986,12760850,3720000,NaN,캐주얼,노원점,13,1.769231,0.347826,23,0
2987,15032000,8360000,NaN,가공식품,본점,8,3.000000,0.041667,35,0
2988,166000,101200,NaN,수산품,대전점,1,2.000000,1.000000,0,1
2989,408176060,17641000,11688000.0,농산물,청량리점,211,6.298578,0.209932,1,0
2990,27492150,5101200,NaN,건강식품,분당점,14,1.642857,0.565217,23,0
2991,4735400,1840000,NaN,캐주얼,일산점,5,1.800000,0.333333,50,1
2992,11849470,594000,NaN,기타,강남점,20,8.550000,0.397661,7,1
2993,31920000,22350000,NaN,시티웨어,본점,3,1.000000,0.333333,77,0
2994,5280600,1920000,NaN,섬유잡화,본점,3,1.666667,0.200000,106,1
2995,23093780,11160000,NaN,가공식품,강남점,6,6.833333,0.024390,54,1
2996,42253800,14630000,555900.0,육류,광주점,19,2.684211,0.274510,17,0
2997,270893030,73488000,6794000.0,시티웨어,분당점,45,3.533333,0.289308,7,0
2998,330125340,119520000,131246400.0,농산물,광주점,145,4.062069,0.348048,2,0
2999,185505990,36036000,7392000.0,농산물,분당점,88,5.011364,0.290249,4,0
3000,249800,186000,NaN,가공식품,본점,1,2.000000,1.000000,0,1
3001,12654000,6867000,NaN,기타,영등포점,2,1.500000,1.000000,98,0
3002,55116530,11175000,3285000.0,가공식품,강남점,20,4.700000,0.563830,16,0
3003,5850000,4200000,NaN,악기,잠실점,2,1.000000,0.500000,5,1
3004,3190000,3190000,NaN,화장품,부산본점,1,1.000000,0.000000,0,1
3005,39869210,5232500,805000.0,농산물,강남점,31,2.483871,0.077922,11,0
3006,1434500,700000,100000.0,가공식품,잠실점,5,2.600000,0.000000,49,0
3007,54296320,8820000,NaN,트래디셔널,잠실점,9,2.222222,0.400000,20,1
3008,131839800,34848000,NaN,기타,일산점,9,3.555556,0.125000,25,1
3009,620500,403000,NaN,주방용품,일산점,1,4.000000,0.000000,0,1
3010,71392370,19980000,NaN,농산물,안양점,7,4.857143,0.294118,41,1
3011,2136000,2136000,NaN,섬유잡화,부산본점,1,1.000000,0.000000,0,0
3012,11154550,8125000,NaN,피혁잡화,본점,4,2.000000,0.375000,58,1
3013,54369820,7500000,NaN,농산물,강남점,31,3.903226,0.363636,10,0
3014,296058240,55000000,44112000.0,농산물,분당점,118,5.805085,0.309489,3,0
3015,2117500,1275000,NaN,농산물,본점,2,2.000000,0.000000,98,0
3016,346506800,30250000,53398000.0,기타,광주점,84,3.238095,0.250000,4,0
3017,87900900,25128000,NaN,디자이너,본점,21,1.714286,0.194444,16,1
3018,323203120,108936000,4662000.0,가공식품,본점,47,2.382979,0.089286,7,0
3019,56809560,37050000,NaN,셔츠,잠실점,13,1.461538,0.157895,20,0
3020,38086480,8854000,NaN,기타,분당점,22,7.181818,0.417722,15,0
3021,66480400,8694000,13130000.0,디자이너,잠실점,25,1.560000,0.076923,13,0
3022,120396750,15290000,4973000.0,농산물,일산점,34,4.352941,0.155405,10,0
3023,11896000,6174000,NaN,아동,부산본점,1,3.000000,0.000000,0,1
3024,1747000,1677000,NaN,육류,잠실점,2,1.000000,0.000000,25,1
3025,105429150,110000000,128525000.0,기타,본점,25,2.680000,0.343284,13,0
3026,65181300,22575000,NaN,건강식품,부산본점,8,1.625000,0.307692,33,1
3027,28637000,13041000,NaN,남성캐주얼,본점,6,1.166667,0.142857,52,1
3028,1836000,1836000,NaN,건강식품,안양점,1,1.000000,1.000000,0,1
3029,148786430,112752000,NaN,대형가전,영등포점,19,1.210526,0.391304,17,1
3030,19021710,6500000,NaN,농산물,청량리점,24,2.083333,0.320000,14,1
3031,180000,9020000,12110000.0,명품,본점,5,1.000000,0.200000,35,0
3032,12534600,5060000,NaN,가공식품,본점,11,3.545455,0.461538,29,0
3033,255921490,55921800,NaN,기타,본점,13,4.615385,0.083333,26,0
3034,708400,677600,NaN,수산품,분당점,1,2.000000,0.000000,0,1
3035,10258870,1662500,NaN,농산물,청량리점,10,4.800000,0.291667,26,0
3036,47767280,2052160,NaN,기타,일산점,12,22.083333,0.230189,16,1
3037,15571000,7546000,NaN,디자이너,강남점,2,1.500000,0.000000,15,0
3038,1210000,1210000,NaN,화장품,강남점,1,1.000000,0.000000,0,0
3039,3105000,1265000,NaN,구두,본점,3,1.333333,0.750000,69,1
3040,8946290,6314400,NaN,차/커피,본점,10,3.000000,0.433333,29,0
3041,223409950,47385000,NaN,디자이너,본점,30,2.166667,0.276923,11,0
3042,54132000,52992000,NaN,건강식품,본점,2,1.000000,0.500000,48,1
3043,168444410,31487000,38202000.0,디자이너,본점,35,1.885714,0.333333,10,0
3044,156016590,10758000,3000000.0,일용잡화,일산점,59,2.983051,0.272727,5,0
3045,149880880,32824000,42605000.0,일용잡화,분당점,30,2.666667,0.562500,11,0
3046,7995000,6275000,NaN,남성캐주얼,본점,2,2.000000,0.000000,7,1
3047,2381600,2250000,NaN,차/커피,본점,1,3.000000,0.000000,0,1
3048,42002400,33752400,11200000.0,스포츠,영등포점,3,1.000000,0.333333,54,1
3049,89966740,37012500,NaN,가공식품,본점,11,2.272727,0.040000,24,0
3050,16640400,12936000,NaN,가공식품,잠실점,2,5.500000,0.000000,3,0
3051,329495320,36340000,12581000.0,농산물,분당점,69,3.289855,0.246696,5,0
3052,20037200,5225000,680000.0,시티웨어,영등포점,11,1.818182,0.800000,30,0
3053,439900,212500,NaN,차/커피,본점,1,7.000000,0.000000,0,1
3054,64158850,19684000,NaN,수산품,영등포점,15,1.533333,0.391304,19,1
3055,25435660,9522000,104000.0,가공식품,본점,14,4.357143,0.459016,21,1
3056,58661670,20470000,NaN,농산물,본점,55,3.309091,0.153846,6,0
3057,1740400,1518000,NaN,가공식품,본점,1,5.000000,0.000000,0,0
3058,35345890,8730000,NaN,기타,인천점,9,4.444444,0.500000,36,1
3059,27141450,8260000,NaN,가공식품,영등포점,15,3.000000,0.244444,22,0
3060,46462570,10800000,9996000.0,기타,잠실점,36,3.194444,0.443478,8,0
3061,40196630,19008000,1000000.0,농산물,관악점,4,5.000000,0.600000,69,0
3062,6158000,3225000,NaN,가공식품,잠실점,7,4.428571,0.193548,40,1
3063,16767000,6136000,5375000.0,피혁잡화,잠실점,7,1.571429,0.000000,44,0
3064,260800,245000,NaN,젓갈/반찬,분당점,1,3.000000,0.000000,0,0
3065,11302500,7140000,NaN,수산품,잠실점,2,1.500000,0.000000,112,0
3066,17758500,6699000,NaN,일용잡화,영등포점,4,3.250000,0.307692,17,1
3067,1086000,1040000,NaN,가공식품,본점,2,4.500000,0.000000,21,0
3068,122211260,39564000,NaN,기타,잠실점,32,2.781250,0.426966,11,0
3069,43989800,14500000,NaN,기타,강남점,4,6.000000,0.375000,39,1
3070,31882910,4752000,NaN,수산품,본점,21,3.904762,0.451220,15,0
3071,3925000,2500000,NaN,셔츠,일산점,1,2.000000,0.000000,0,0
3072,6185000,2750000,NaN,남성캐주얼,부산본점,2,1.500000,0.000000,13,0
3073,15803400,4250000,238100.0,캐주얼,일산점,15,1.866667,0.321429,21,0
3074,628853590,41170000,NaN,농산물,관악점,123,4.479675,0.337568,2,0
3075,80002880,29920000,32845000.0,시티웨어,영등포점,11,2.727273,0.100000,24,0
3076,201474600,36777000,NaN,화장품,잠실점,15,3.066667,0.347826,19,0
3077,621678290,139860000,2643000.0,명품,본점,72,2.486111,0.223464,4,0
3078,32298080,14352000,NaN,가공식품,본점,9,2.000000,0.000000,34,1
3079,73751700,11396000,10071500.0,기타,분당점,24,2.250000,0.407407,14,0
3080,721372430,115200000,8044000.0,기타,잠실점,66,2.893939,0.267016,5,0
3081,58175600,11638000,17411000.0,디자이너,부산본점,14,1.785714,0.560000,22,0
3082,46933500,17000000,NaN,가공식품,본점,6,4.833333,0.310345,56,1
3083,22675000,15120000,NaN,화장품,분당점,3,1.666667,0.000000,81,0
3084,480000,240000,NaN,일용잡화,본점,2,1.000000,0.000000,98,0
3085,12935000,10560000,NaN,남성정장,분당점,1,2.000000,0.000000,0,1
3086,70889300,9360000,NaN,젓갈/반찬,분당점,15,3.400000,0.294118,22,1
3087,952000,792000,NaN,섬유잡화,잠실점,1,2.000000,0.000000,0,1
3088,1392690,1320000,1320000.0,농산물,잠실점,4,2.250000,0.111111,49,0
3089,427258100,66130000,2662400.0,시티웨어,본점,31,2.000000,0.354839,11,0
3090,128683740,72150000,88830000.0,가공식품,노원점,22,2.636364,0.396552,15,0
3091,663000,663000,NaN,구두,관악점,1,1.000000,1.000000,0,0
3092,101143980,6556000,29110800.0,캐주얼,본점,48,5.229167,0.043825,7,1
3093,8770000,8770000,NaN,시티웨어,안양점,1,1.000000,0.000000,0,1
3094,454105600,115000000,2935500.0,차/커피,분당점,131,3.786260,0.342742,2,1
3095,4872000,4218000,NaN,모피/피혁,분당점,2,2.500000,0.000000,49,0
3096,63753800,22428000,NaN,가공식품,본점,4,3.500000,0.357143,27,0
3097,170570000,24480000,NaN,화장품,본점,18,2.055556,0.162162,19,0
3098,358200,255000,NaN,가공식품,분당점,1,4.000000,1.000000,0,1
3099,3892000,1992000,NaN,캐주얼,잠실점,1,2.000000,0.000000,0,1
3100,10698400,6504000,NaN,기타,일산점,5,2.400000,0.083333,57,0
3101,38622950,38410000,NaN,기타,노원점,2,3.000000,0.833333,153,1
3102,35614000,28490000,NaN,디자이너,영등포점,8,1.375000,0.181818,33,0
3103,275342460,41250000,39161600.0,농산물,강남점,96,10.145833,0.184805,3,0
3104,2044000,2044000,NaN,모피/피혁,분당점,1,1.000000,0.000000,0,0
3105,368300,318900,NaN,육류,분당점,1,2.000000,1.000000,0,0
3106,19131000,12562000,664100.0,젓갈/반찬,강남점,7,2.571429,0.444444,43,1
3107,6675000,6675000,NaN,남성캐주얼,부평점,1,1.000000,0.000000,0,1
3108,21303750,5720000,6256800.0,구두,잠실점,12,1.500000,0.388889,24,1
3109,2145000,2145000,NaN,건강식품,본점,1,1.000000,0.000000,0,1
3110,54593720,8188000,NaN,기타,일산점,4,6.250000,0.640000,52,0
3111,100046800,15435000,NaN,화장품,부산본점,11,2.818182,0.677419,30,0
3112,39054430,12550000,NaN,기타,잠실점,14,2.142857,0.266667,20,1
3113,1036400,464000,NaN,수산품,강남점,3,3.000000,0.555556,81,1
3114,125696500,13450000,3300000.0,트래디셔널,부평점,17,2.058824,0.742857,20,0
3115,58255790,10902000,NaN,화장품,부산본점,29,1.689655,0.387755,12,0
3116,22824390,4227500,2926000.0,가공식품,강남점,34,2.235294,0.578947,10,1
3117,11270000,11270000,NaN,시티웨어,본점,1,1.000000,1.000000,0,1
3118,5222500,4182500,NaN,주류,잠실점,1,3.000000,0.000000,0,1
3119,208520300,32250000,NaN,화장품,본점,18,2.111111,0.236842,18,0
3120,2846000,2750000,NaN,화장품,본점,1,2.000000,0.000000,0,0
3121,10987200,3996000,NaN,건강식품,본점,3,1.333333,0.000000,116,1
3122,138000,138000,NaN,일용잡화,부산본점,1,1.000000,1.000000,0,0
3123,494246890,44175000,25123800.0,남성트랜디,본점,68,2.235294,0.506579,5,1
3124,75171750,9560000,NaN,기타,노원점,33,5.000000,0.509091,10,0
3125,50949200,9900000,NaN,아동,영등포점,7,5.857143,0.804878,39,1
3126,6906000,5712000,NaN,피혁잡화,본점,3,1.666667,0.400000,49,1
3127,18792300,5375000,NaN,구두,광주점,6,1.333333,0.375000,36,0
3128,439900,247500,NaN,가공식품,분당점,1,7.000000,1.000000,0,1
3129,1120000,1120000,NaN,섬유잡화,본점,1,1.000000,1.000000,0,0
3130,58447900,25622000,NaN,가공식품,잠실점,4,2.250000,0.222222,47,0
3131,45838700,12800000,9255000.0,섬유잡화,부산본점,41,1.365854,0.160714,8,1
3132,51889900,8725000,NaN,기타,영등포점,11,2.727273,0.166667,27,1
3133,427001550,48213000,123695600.0,농산물,광주점,73,2.657534,0.319588,4,0
3134,237245630,12072000,10324000.0,농산물,청량리점,121,3.264463,0.331646,2,0
3135,63474310,40710000,2535000.0,수산품,본점,33,1.969697,0.230769,10,0
3136,106081270,7680000,15564400.0,가공식품,본점,100,5.200000,0.178846,3,0
3137,369339200,49300000,16902000.0,명품,본점,41,3.000000,0.154472,8,0
3138,41612190,875000,NaN,기타,분당점,47,16.510638,0.252577,6,1
3139,4770000,3510000,NaN,구두,잠실점,1,2.000000,0.000000,0,0
3140,5300000,5300000,NaN,화장품,분당점,1,1.000000,0.000000,0,0
3141,552086950,112200000,NaN,골프,부산본점,48,2.208333,0.613208,7,0
3142,88786740,31970000,71465800.0,디자이너,영등포점,22,2.090909,0.391304,15,1
3143,91183350,19467000,1425000.0,기타,영등포점,20,3.250000,0.000000,16,0
3144,137167370,14880000,58060500.0,기타,잠실점,43,4.069767,0.508571,7,0
3145,190486200,15067000,36542500.0,명품,울산점,36,2.333333,0.261905,9,1
3146,345600,331200,NaN,수산품,본점,1,2.000000,0.000000,0,0
3147,440000,230000,NaN,골프,본점,1,3.000000,0.000000,0,0
3148,14437710,3500000,NaN,축산가공,일산점,8,11.125000,0.000000,44,0
3149,129544200,93500000,NaN,농산물,본점,15,2.200000,0.454545,21,0
3150,46144500,6840000,NaN,기타,본점,18,3.500000,0.412698,18,0
3151,47874940,3960000,NaN,가공식품,일산점,34,2.705882,0.217391,10,0
3152,74918300,11232000,708000.0,건강식품,본점,29,1.655172,0.083333,12,0
3153,1040000,1040000,NaN,스포츠,분당점,1,1.000000,0.000000,0,1
3154,21912400,19090000,NaN,주방가전,본점,2,1.000000,0.000000,24,1
3155,40212560,13662000,13662000.0,명품,강남점,14,1.928571,0.185185,23,0
3156,18555620,10120000,NaN,시티웨어,본점,4,3.000000,0.000000,71,0
3157,16523870,1900000,1200000.0,농산물,분당점,42,4.714286,0.363636,8,0
3158,11705000,5825000,NaN,가공식품,잠실점,5,2.600000,0.153846,60,0
3159,4017600,2457600,NaN,스포츠,부평점,2,2.500000,0.400000,1,1
3160,39784190,3475000,4507000.0,남성정장,잠실점,16,2.500000,0.175000,21,0
3161,238407600,61425000,950000.0,골프,본점,13,1.692308,0.545455,26,1
3162,390000,390000,NaN,식기,강남점,1,1.000000,0.000000,0,0
3163,28427000,15732000,NaN,가공식품,잠실점,3,6.333333,0.105263,55,1
3164,46225500,10097000,6556000.0,캐주얼,강남점,9,3.222222,0.689655,20,1
3165,63256460,10152000,NaN,수산품,미아점,38,2.842105,0.166667,8,0
3166,313213450,149960000,2864000.0,수산품,본점,56,2.232143,0.280000,6,0
3167,1409800,1409800,NaN,남성캐주얼,부산본점,1,1.000000,1.000000,0,1
3168,35625000,10050000,NaN,화장품,대전점,7,1.142857,0.250000,49,0
3169,2100000,2100000,NaN,셔츠,영등포점,1,1.000000,1.000000,0,1
3170,227488200,37168000,28625800.0,디자이너,대전점,29,2.620690,0.434211,12,0
3171,26000630,16500000,NaN,농산물,분당점,13,2.000000,0.076923,22,1
3172,1173638100,90000000,92578200.0,디자이너,영등포점,70,2.271429,0.257862,5,0
3173,541648370,13825000,NaN,기타,본점,79,5.531646,0.178490,4,1
3174,-52421520,13616000,97222000.0,기타,본점,18,4.444444,0.337500,16,0
3175,45408000,17000000,NaN,캐주얼,부산본점,4,3.000000,0.250000,58,1
3176,10714710,3225000,NaN,수산품,본점,15,1.866667,0.428571,22,0
3177,12233000,9085000,NaN,육류,영등포점,5,2.000000,0.100000,45,0
3178,31073000,31073000,NaN,디자이너,일산점,1,1.000000,0.000000,0,0
3179,39941600,11760000,NaN,모피/피혁,분당점,13,1.384615,0.500000,24,0
3180,95202000,3174000,NaN,기타,분당점,67,4.119403,0.489130,5,1
3181,71299490,15987300,3450000.0,기타,분당점,17,2.588235,0.000000,20,0
3182,1076133820,50470000,71100000.0,명품,잠실점,120,1.875000,0.328889,2,0
3183,58628200,13440000,NaN,화장품,청량리점,19,1.473684,0.178571,17,0
3184,12647600,9480000,NaN,가공식품,대전점,11,4.090909,0.422222,29,1
3185,9546000,2880000,NaN,화장품,부산본점,4,1.750000,0.285714,12,0
